genres,release_year,popularity,budget,runtime,vote_count,vote_average,revenue
Comedy|Science Fiction|Adventure|Family,2008,0.498026,60000000,90,205,5.1,50650079
Science Fiction|Drama|Thriller,2008,0.489539,0,96,26,5.6,0
Horror|Science Fiction|Thriller,2008,0.481188,12000000,89,165,5.3,40855419
Comedy|Drama|Romance,2008,0.480135,0,87,58,5.9,240476
Action|Adventure|Animation|Science Fiction,2008,0.480116,3500000,75,66,6.3,5231128
Crime|Horror|Thriller,2008,0.477295,8000000,95,59,5.9,0
Horror|Mystery|Thriller,2008,0.475129,20000000,87,103,4.8,0
Romance|Horror|Thriller,2008,0.474344,0,101,43,4.9,0
Comedy|Drama|Family|Romance,2008,0.472691,1,100,146,6.5,0
Drama,2008,0.472491,0,111,14,5.3,367638
Action|Thriller,2008,0.471356,0,102,28,6.2,0
Comedy|Drama|Romance,2008,0.471096,6000000,94,25,6,0
Action|Comedy|Crime,2008,0.469922,0,104,78,5.9,0
Animation|Family,2008,0.466771,0,78,37,6.6,0
Documentary,2008,0.460248,0,113,10,6.4,0
Adventure|Animation|Comedy|Family,2008,0.459885,0,76,200,5.6,0
Horror|Comedy|Crime|Thriller,2008,0.457004,0,92,28,6.4,0
Animation|Action|Adventure,2008,0.456683,3500000,75,105,6.8,0
Drama|Romance,2008,0.45518,12000000,110,76,6.5,3148182
Drama|Mystery|Thriller|Romance,2008,0.453602,25000000,93,111,5.5,2000000
Adventure|Comedy|Drama|Family,2008,0.451304,27000000,117,127,6,44352417
Drama,2008,0.450911,40000000,130,39,7.1,9793496
Comedy,2008,0.44086,0,87,32,4.6,6575282
Thriller,2008,0.436441,3500000,97,35,6,1115493
Comedy|Drama|Romance,2008,0.436406,16000000,114,60,4.6,50007546
Action|Adventure|Comedy,2008,0.432911,10000000,100,32,5.1,22896728
Drama|Comedy|Romance|Family,2008,0.431801,0,92,53,5,0
Crime|Drama|Thriller,2008,0.428849,0,95,38,6,2960993
Action|Drama|History|War,2008,0.427023,2000000,123,28,6.7,38135878
Horror|Science Fiction|Thriller,2008,0.425109,0,85,24,4.9,0
Drama|Romance,2008,0.422873,0,97,82,5.7,84375061
Comedy|Fantasy|Romance,2008,0.421657,10000000,95,82,5.2,0
Animation|Family,2008,0.421518,37000000,81,60,5.1,63800345
Comedy,2008,0.42121,0,86,30,5.3,0
Drama|Crime|Thriller,2008,0.417779,20000000,110,147,5.8,27640028
Documentary,2008,0.415077,0,91,13,6,0
Drama|Thriller|Crime,2008,0.412295,0,97,39,6.9,0
Comedy|Music,2008,0.473227,0,103,32,6.2,0
Horror|Thriller|Drama|Mystery,2008,0.407009,0,96,15,5.7,0
Comedy|Drama,2008,0.402982,0,85,11,6,0
Animation|Comedy,2008,0.25618,150000,8,37,6.5,0
Horror|Action|Thriller,2008,0.401061,18000000,86,47,4.7,0
Horror,2008,0.400724,0,94,28,4.4,0
Drama|Fantasy,2008,0.400485,0,141,19,5.7,0
Horror|Science Fiction|Thriller,2008,0.399345,0,89,15,4.6,0
Crime|Drama|Horror|Thriller,2008,0.399327,0,94,26,4.1,0
Animation|Family,2008,0.397358,0,76,24,7,4496912
Drama|Fantasy|Science Fiction,2008,0.395691,1000000,95,12,2.9,0
Crime|Mystery|Thriller,2008,0.395538,14100000,107,99,5.8,0
Animation|Family,2008,0.395118,0,78,32,6.3,3800000
Comedy|Romance,2008,0.394209,0,93,55,6.2,0
Drama|Thriller,2008,0.39314,0,94,19,6.1,0
Action|Family|Science Fiction,2008,0.390228,0,67,14,3.1,0
Action|Adventure|Drama|Foreign|History,2008,0.389554,8376800,213,48,7.8,13000000
Crime|Horror,2008,0.388417,0,88,78,5.1,14796236
Action|Science Fiction|Thriller,2008,0.388151,30000000,95,42,3.1,0
Drama|Action|Thriller|Crime,2008,0.383036,0,95,15,7.1,0
Comedy|Drama,2008,0.382852,3000000,92,54,6.1,3830137
Drama|Horror|Thriller,2008,0.374561,0,96,13,4.4,0
Action|Adventure|Comedy|Thriller,2008,0.374034,5000000,106,41,5.5,1296184
Drama,2008,0.371517,6000000,99,40,6.3,2899975
Comedy|Drama,2008,0.368391,25000000,104,68,5.1,6673422
Action|Thriller,2008,0.363031,0,84,20,5.7,194287
Action|Crime|Drama,2008,0.361308,0,100,10,7,44872
Fantasy|Action|Adventure|Comedy,2008,0.361127,0,95,69,5.7,0
Drama|Thriller,2008,0.360706,10000000,96,34,6.6,0
Drama|Fantasy|Science Fiction,2008,0.359106,12000000,98,41,5.5,0
Drama,2008,0.358438,0,93,27,6.2,0
Action|Thriller|Crime|Drama,2008,0.357127,10000000,96,12,5.7,0
Drama|History,2008,0.353759,0,116,16,6.2,0
Action|Comedy,2008,0.35338,0,96,24,5.2,38804615
Drama|Thriller|Mystery,2008,0.35254,15400000,107,23,5.6,0
Drama|History|Music,2008,0.349203,12000000,109,36,6.9,0
Adventure|Drama|Fantasy,2008,0.348973,0,179,13,5.2,0
Comedy|Drama|Romance,2008,0.3487,0,100,27,6.4,41939392
Adventure|Action|Fantasy|Horror|Science Fiction,2008,0.348223,250000,85,18,2.6,0
Comedy|Crime|Mystery|Thriller,2008,0.345926,11500000,93,53,6.2,69564
Action|Comedy,2008,0.812489,25000000,87,130,3.3,14109284
Thriller|Documentary|Crime|History,2008,0.344268,0,94,140,7.6,2957978
Comedy,2008,0.233961,0,80,22,6,0
Thriller|Drama|Action|Crime|War,2008,0.359217,45000000,160,51,6.3,9323833
Comedy|Romance,2008,0.337577,0,92,27,5.1,0
Documentary,2008,0.43785,0,94,145,7.2,0
Action|Crime|Thriller,2008,0.33643,0,95,14,5.4,0
Drama|War|History,2008,0.336308,0,470,28,6.6,0
Horror|Thriller,2008,0.335675,6000000,85,37,5,0
Comedy,2008,0.335116,20000000,101,127,5.3,36620508
Drama,2008,0.333395,19000000,130,48,6.3,23550000
Horror|Mystery|Thriller,2008,0.173214,0,84,48,6.5,0
Horror|Mystery|Thriller,2008,0.32907,0,89,20,3.6,0
Mystery|Drama|Crime|Thriller|Horror,2008,0.326352,15000000,98,130,5.7,3533227
Horror|Comedy|Music|Science Fiction,2008,0.324091,0,98,49,6.5,188126
Action|Adventure|Horror|Science Fiction,2008,0.32288,8000000,111,61,5.1,2033165
Action|Horror|Science Fiction|Thriller,2008,0.319223,0,90,25,5.6,0
Action|History|Drama,2008,0.318796,0,102,22,6.5,0
History|Drama,2008,0.17515,0,90,12,6.4,0
Action|Horror|Thriller,2008,0.316727,0,91,21,4.4,0
Drama|Romance,2008,0.315842,0,80,28,6.9,0
Comedy|War|Adventure|Drama,2008,0.315339,0,98,18,5.3,0
Horror|Thriller,2008,0.31438,2000000,88,13,4.7,0
Comedy|Documentary,2008,0.312842,0,101,104,6.9,0
Drama|Comedy,2008,0.308655,21000000,120,34,5.7,17600000
Drama,2008,0.308286,0,110,23,6.7,1107542
Horror|Mystery|Thriller,2008,0.305643,750000,90,116,5.5,0
Documentary,2008,0.304742,0,83,20,6.5,0
Horror|Thriller,2008,0.350424,0,89,11,5.2,0
Comedy|Horror,2008,0.303895,0,87,23,6.3,0
Comedy|Drama|History,2008,0.287248,0,113,31,6.1,0
Drama|Comedy,2008,0.298961,0,98,12,5.4,0
Crime|Drama,2008,0.408518,0,95,21,5.9,0
Drama,2008,0.296576,0,119,27,5.7,0
Horror|Mystery|Science Fiction,2008,0.292965,1500000,93,60,6.5,0
Comedy|Thriller|Mystery,2008,0.289678,0,89,17,6.1,0
Horror|Thriller,2008,0.288067,0,93,22,4.7,0
Documentary,2008,0.019819,0,32,20,6.8,0
Comedy|Drama,2008,0.283736,0,99,28,5.8,1829917
Drama|Crime,2008,0.283538,4700000,108,21,7.3,0
Action|Thriller|War|History,2008,0.283048,0,117,33,6.9,0
Comedy|Romance,2008,0.282915,0,99,24,5.6,165888
Drama|History,2008,0.282905,25100000,131,71,5.6,29506464
Action|Comedy|Romance,2008,0.282246,0,97,39,5.4,0
Drama|History|Romance,2008,0.282162,0,110,49,6.3,0
Drama|Thriller|Mystery|Horror,2008,0.280928,500000,102,22,6,0
Drama,2008,0.280555,500000,122,54,7.5,33456317
Comedy|Romance,2008,0.280443,14000000,106,29,6.2,0
Comedy,2008,0.279806,0,79,16,7.8,0
Comedy|Drama|Romance,2008,0.278543,7000000,95,34,5.5,10569964
Adventure|Horror|Action|Science Fiction,2008,0.27822,0,110,47,5.8,0
Drama,2008,0.244094,0,112,27,7.4,0
Comedy|Drama,2008,0.276672,0,100,17,6,0
Comedy|Drama,2008,0.274362,12000000,97,110,6.4,0
Action|Adventure|Foreign,2008,0.741302,0,99,17,5.4,0
Adventure|Fantasy|Animation|Action|Science Fiction,2008,0.268271,0,84,29,4.2,0
Drama,2008,0.267935,7000000,99,30,6.4,0
War|Drama|Foreign|History,2008,0.267577,0,97,15,6.5,0
Drama|Comedy|Foreign,2008,0.128712,0,75,10,6.6,0
Adventure|Comedy|Family|Fantasy,2008,0.768409,37000000,96,183,5.5,100076342
Horror|Thriller,2008,0.265883,0,86,24,4.7,0
Comedy|Drama,2008,0.265233,0,97,28,4.9,0
Drama|Romance,2008,0.26418,0,90,38,5.2,0
Comedy,2008,0.264137,0,90,15,6.1,0
Animation|Comedy|Family|Fantasy,2008,0.259988,25000000,87,89,5.4,30000000
Comedy,2008,0.25984,0,88,19,3.4,0
Drama|Thriller,2008,0.259356,14000000,99,33,6.1,0
Comedy|Drama|Family|Fantasy|Foreign,2008,0.258571,0,184,12,6.1,0
Drama|Foreign,2008,0.257241,0,99,21,6.3,0
Comedy,2008,0.25588,0,91,136,5.3,33472850
Drama|Horror,2008,0.2552,0,82,24,4.8,0
Drama|Comedy|Romance,2008,0.253956,0,92,36,5.8,14879423
Comedy|Romance|Drama,2008,0.659884,27000000,110,106,6,17286299
Romance|Comedy|Drama,2008,0.248871,0,122,47,6.4,0
Drama|Romance,2008,0.246447,0,88,12,5.8,0
Drama|Horror|Thriller,2008,0.245327,0,101,10,4,0
Horror|Thriller,2008,0.190238,0,85,15,5,0
Comedy|Drama|Horror,2008,0.244375,0,85,20,5.3,0
Action|Fantasy|Horror,2008,0.243765,8000000,120,39,6.4,0
Drama|Horror|Thriller,2008,0.242941,0,87,27,5.7,0
Horror|Thriller,2008,0.24117,0,94,19,4.9,0
Drama|History|War,2008,0.239048,4000000,103,41,6.8,530048
Drama|Action|Science Fiction|Thriller,2008,0.235312,0,90,10,3.5,0
Action|Adventure|Drama|Horror|Thriller,2008,0.234772,6000000,108,18,4.7,391410
Drama,2008,0.232479,200000,80,27,6.6,0
Thriller|Drama|Horror,2008,0.447804,6700000,88,31,5,0
Action|Adventure|Crime,2008,0.230107,0,102,99,6.8,0
Horror|Thriller,2008,0.229916,0,91,12,4.5,0
Drama|Comedy|Crime,2008,0.257041,0,108,15,7.2,0
Comedy|Drama|Foreign|Romance,2008,0.22711,0,95,18,4.7,0
Music,2008,0.224721,0,164,16,8.5,0
Comedy|Drama,2008,0.224471,35000000,114,31,6.1,43650785
Comedy|Drama,2008,0.224208,1500000,95,17,5.4,0
Comedy,2008,0.222747,0,85,16,6.6,0
Fantasy|Horror,2008,0.22223,4300000,85,28,4.5,0
Comedy|Drama|Romance,2008,0.222071,0,90,19,5.3,0
Drama|Romance,2008,0.220417,0,106,18,6.9,414404
Drama|Family,2008,0.219441,0,95,30,6.5,0
Comedy|Drama|Family,2008,0.219277,0,101,21,6.4,0
TV Movie|Comedy|Science Fiction|Family|Adventure,2008,0.154973,0,98,35,4.9,0
Thriller,2008,0.279117,5750000,110,13,7,0
Action|Drama|Foreign|Mystery|Thriller,2008,0.21503,9100000,183,53,6.9,76000000
Action|Crime|Mystery,2008,0.214856,21000000,173,25,5.4,0
Drama,2008,0.214039,0,88,10,5.9,0
Documentary,2008,0.079463,0,107,13,7.3,0
Adventure|Action|Comedy|Science Fiction|Music,2008,0.352054,200000,42,140,7.7,3
Drama|Romance,2008,0.204746,2500000,112,18,5.4,0
Animation|Drama,2008,0.204302,0,78,18,6.1,0
Horror|Thriller,2008,0.19789,0,82,15,5.6,0
Drama|Comedy|Romance,2008,0.193779,2300000,155,18,6.4,11100000
Adventure|Animation|Comedy|Science Fiction|Family,2008,0.376053,0,85,20,5.8,0
Comedy|Romance,2008,0.188351,0,91,30,3.2,0
Documentary,2008,0.186719,0,45,13,8,0
Action|Fantasy,2008,0.18368,20000,60,222,5.3,0
Action|Drama|War,2008,0.284963,8000000,92,10,4,0
Comedy|Drama|Foreign,2008,0.180992,0,85,16,5.4,0
Crime|Drama|Thriller,2008,0.180391,0,125,28,6.2,0
Drama|Mystery,2008,0.318063,0,122,16,5.1,0
Drama|Action|Crime|Foreign,2008,0.178752,0,120,11,6,0
Drama|Thriller,2008,0.176665,2500000,90,15,6.3,0
Drama,2008,0.173639,0,95,22,7.8,0
Action|Adventure|Crime|Drama|Thriller,2008,0.172834,0,95,15,5.2,0
Horror|Thriller,2008,0.172791,15000000,84,21,4.5,0
Comedy|Drama,2008,0.168979,5000000,110,31,6.4,4040588
Comedy,2008,0.16875,0,101,12,5.4,0
Action|Thriller,2008,0.19719,10000000,96,15,4.7,0
Drama|Family|Romance,2008,0.161881,0,93,90,7.1,0
Comedy|Music,2008,0.161594,0,92,24,5.8,0
Action|Comedy,2008,0.160986,0,71,17,5.4,0
Horror,2008,0.16095,0,87,10,4.1,0
Drama|Horror|Comedy|Thriller|Foreign,2008,0.160382,0,94,10,5,11295
Drama,2008,0.158418,0,120,14,5.3,850575
Drama|Action|Thriller|Crime,2008,0.1577,3600000,117,11,6.2,0
Horror|Drama|Thriller|Crime,2008,0.201483,0,99,19,4,0
Action|Adventure|Foreign,2008,0.156827,515788,89,13,6.2,0
Crime|Drama,2008,0.199865,0,110,12,6.4,0
Documentary|Music,2008,0.156088,0,93,13,7.1,0
Fantasy|Horror,2008,0.15576,0,84,20,4.9,0
Drama,2008,0.281186,6000000,138,10,7.1,1300000
Documentary,2008,0.154248,0,93,10,5.9,0
Foreign|Horror|Thriller,2008,0.152386,0,98,15,4.8,0
Documentary,2008,0.251071,0,120,17,6.9,0
Drama|Comedy|Romance|Foreign,2008,0.147657,4180000,153,11,5.8,11000000
Drama,2008,0.258333,0,88,25,7.2,0
Comedy|Drama,2008,0.464581,0,87,40,5.9,900689
,2008,0.145331,0,96,11,6.1,0
Drama,2008,0.144854,0,97,12,6.8,0
Drama,2008,0.142175,0,90,10,5.1,0
Comedy|Drama|Romance,2008,0.142411,0,90,10,5,0
Comedy|Romance,2008,0.113082,0,109,11,5.1,9
Comedy,2008,0.137976,0,90,13,5.7,0
Action|Comedy,2008,0.136883,0,30,12,6.9,0
Drama|Romance,2008,0.135015,0,121,14,6.3,0
Drama|Action|Thriller|Crime,2008,0.134861,0,161,18,5.7,0
Documentary|Music,2008,0.134057,0,122,21,6.9,0
Thriller,2008,0.09436,0,85,25,6.8,0
Adventure|Drama|Family|Science Fiction,2008,0.132306,0,60,25,6.8,0
Drama|Science Fiction|Thriller,2008,0.086287,2500000,90,18,5.8,107559
Romance,2008,0.088877,0,12,12,7.5,0
Comedy|Horror,2008,0.130306,0,84,11,5.1,0
Documentary,2008,0.1298,0,80,16,7,0
Action|Fantasy|Horror,2008,0.128781,4600000,88,13,3.2,0
Drama|Romance,2008,0.12731,15000000,102,30,6.6,317000
Action|Adventure|Comedy|Crime,2008,0.133564,0,97,12,4.4,0
Horror,2008,0.152615,0,3,11,6,0
Drama,2008,0.120405,0,92,18,5.6,0
Crime|Drama,2008,0.117631,0,105,22,6.3,0
Horror|Thriller,2008,0.117211,0,103,11,4.6,0
Animation|Drama|Music|Romance,2008,0.11599,0,82,13,6.3,0
Action|Crime,2008,0.113456,0,90,25,5.4,0
Documentary,2008,0.111351,0,105,21,6.8,307811
Documentary,2008,0.051507,0,94,11,6.9,0
Documentary,2008,0.1087,0,93,13,6.5,0
Action|Comedy|Horror,2008,0.107245,2000000,97,22,5.1,0
Drama|Foreign,2008,0.104739,0,106,16,7.3,23311391
Comedy|Drama|Family,2008,0.10378,0,87,19,5.7,0
Crime|Documentary,2008,0.102845,0,95,74,8.3,0
Horror,2008,0.101795,11000000,80,11,4.2,15500000
Drama|Fantasy|Adventure,2008,0.101733,3000000,84,15,4.6,0
Foreign|Horror|Thriller,2008,0.121316,0,91,15,5.3,0
Comedy,2008,0.012003,0,93,44,5.5,0
Horror,2008,0.364854,5000000,91,11,4.1,0
Comedy|Drama,2008,0.093988,0,85,10,5,0
Horror|Science Fiction,2008,0.093841,22000000,93,12,3.5,0
Comedy|Romance,2008,0.092419,0,104,12,4.6,0
Drama,2008,0.092364,0,96,17,6.4,0
Comedy,2008,0.090252,0,90,10,4.6,0
Horror|Thriller,2008,0.08972,170000,84,23,6.3,0
Drama|Thriller|Romance,2008,0.089104,10000000,113,27,5.3,0
Comedy,2008,0.088814,0,94,13,5.8,0
Comedy,2008,0.087966,0,60,31,7.8,0
Comedy|Drama|Horror,2008,0.086851,0,141,35,5.8,0
Action|Horror|Western,2008,0.085583,7000000,96,21,5.5,0
Comedy|Drama|Romance,2008,0.083339,0,86,18,5.6,0
Music|Romance,2008,0.07254,0,95,11,5.4,119563
Family,2008,0.082898,0,0,35,5.3,0
Comedy|Documentary,2008,0.329196,0,103,10,6.4,0
Drama|Romance,2008,0.079309,0,111,11,6.4,0
Documentary|Music,2008,0.161552,0,90,42,7.4,0
Drama|Romance,2008,0.07698,0,139,21,6.1,0
Fantasy|Family,2008,0.076837,0,89,10,5,0
Drama|Horror|Thriller,2008,0.210293,0,85,10,4.9,0
Drama|TV Movie,2008,0.012059,0,88,11,5.2,0
Comedy|Family,2008,0.077034,0,99,18,5.7,0
Drama|Comedy|Romance,2008,0.068383,0,100,17,6.3,0
Documentary|History|War,2008,0.067761,0,123,44,7,0
Documentary,2008,0.021371,3500000,90,12,4.5,7700000
Drama,2008,0.064319,0,92,16,6.3,0
Comedy|Drama,2008,0.038133,0,71,11,6.8,0
Comedy|Romance|Drama,2008,0.060669,0,87,13,3.7,0
Horror|Thriller,2008,0.054939,0,84,24,5.9,0
Comedy,2008,0.049251,0,70,14,7,0
Drama|Horror|Thriller,2008,0.045194,0,77,13,4.7,0
Drama|Romance|War|History,2008,0.044583,0,114,11,5.5,0
Documentary,2008,0.043578,0,90,14,5.8,0
Comedy|Horror,2008,0.042152,0,10,14,6.6,0
Comedy|Crime,2008,0.037628,0,3,13,7.1,0
Adventure|Drama,2008,0.033634,0,94,19,7.1,0
Crime|Drama,2008,0.033615,0,124,23,7.3,0
Comedy|Drama,2008,0.030837,0,103,10,6,0
Documentary,2008,0.030719,0,101,14,6.8,0
Animation|Comedy,2008,0.142713,0,6,11,6.2,0
History|Drama,2008,0.13654,0,501,33,6.6,0
Comedy,2008,0.042517,0,55,10,8,0
Drama,2008,0.028143,0,96,19,6.9,0
Comedy|Drama|Family|Music|TV Movie,2008,0.020272,0,90,36,4.7,0
Drama,2008,0.01752,0,120,12,6.3,0
Drama|Foreign,2008,0.089871,0,117,10,7,0
Family|Animation,2008,0.030366,0,77,100,6.7,0
Science Fiction,2008,0.007487,8000000,82,18,4.5,0
Comedy,2008,0.007325,0,111,26,7.1,0
Music,2008,0.002475,0,120,10,8.4,0
Documentary|Family,2008,0.005391,0,105,10,6.4,887029
Documentary|Music,2008,0.003238,0,82,15,5.9,0
Comedy|Drama|Foreign,2008,0.002514,500000,85,11,4.5,0
Family,2008,0.001682,0,68,14,6.1,0
Comedy,2008,0.001317,0,111,13,5.3,0
Action|Animation|Horror,2011,8.411577,0,18,21,5.9,0
Action|Adventure|Science Fiction,2011,7.959228,140000000,124,5025,6.5,370569774
Drama|Action|Thriller|Crime,2011,5.903353,15000000,100,2347,7.3,76175166
Adventure|Family|Fantasy,2011,5.711315,125000000,130,3750,7.7,1327817822
Adventure|Action|Fantasy,2011,4.95513,380000000,136,3180,6.3,1021683000
Thriller|Action|Drama|Science Fiction,2011,4.50453,93000000,105,2578,6.9,482860185
Adventure|Fantasy|Action,2011,4.12352,150000000,115,4485,6.5,444115007
Action|Thriller|Science Fiction,2011,3.596188,40000000,109,2068,6.6,173930596
Fantasy|Thriller|Action|Crime,2011,3.355611,50000000,105,378,5.3,28931401
Action|Thriller|Crime,2011,3.186679,40000000,93,678,6.3,51070807
Thriller|Science Fiction|Mystery,2011,2.994474,32000000,93,1668,7,147332697
Action|Thriller|Adventure,2011,2.95274,145000000,133,3036,6.7,694713380
Comedy|Drama|Romance,2011,2.924415,50000000,118,1577,6.9,142851197
Thriller|Crime|Mystery|Drama,2011,2.776061,90000000,158,1679,7.1,232617430
Thriller|Mystery|Science Fiction,2011,2.754426,27000000,105,2445,7,161849455
Animation|Family,2011,2.726573,150000000,91,1207,6.6,665692281
Romance|Comedy,2011,2.690458,80000000,117,1010,6.3,214918407
Comedy|Crime,2011,2.686643,35000000,98,1417,6.4,117000000
Action|Science Fiction|Drama,2011,2.657014,110000000,127,1856,6.5,299268508
Comedy,2011,2.633754,35000000,109,1366,6.5,150483765
Comedy,2011,2.604249,20000000,92,953,5.4,216197492
Adventure|Action|Crime|Mystery,2011,2.579776,125000000,129,2710,6.9,334615000
Animation|Family|Adventure|Comedy,2011,2.454226,200000000,106,1277,5.8,559852396
Adventure|Action|Thriller|Science Fiction,2011,2.419805,200000000,114,1654,5.1,219851172
Comedy,2011,2.411533,80000000,102,2601,6.1,254455986
Comedy|Romance,2011,2.252505,25000000,108,859,6.1,147780440
Adventure|Animation|Action|Family|Mystery,2011,2.2343,130000000,107,1448,6.6,371940071
Romance|Comedy,2011,2.208685,32500000,125,1145,6.5,288383523
Comedy,2011,2.164361,36000000,105,423,5.4,83160734
Thriller|Science Fiction|Mystery,2011,2.026717,50000000,112,1527,6.6,260095987
Action|Fantasy|Thriller,2011,1.972826,82000000,110,1007,5.9,89792502
Thriller,2011,1.934043,42000000,100,533,5.5,89162162
Adventure|Fantasy|Romance,2011,1.888096,110000000,117,1658,5.8,712171856
Drama,2011,1.885979,6500000,100,458,6.9,17693675
Animation|Family|TV Movie,2011,1.844119,0,26,107,6.1,0
Comedy|Family,2011,1.825552,55000000,94,465,5.7,187361754
Drama|Fantasy,2011,1.821261,32000000,139,582,6.5,54674226
Action|Thriller|Science Fiction|Adventure,2011,1.794214,50000000,109,1016,6,144492830
Animation|Adventure|Comedy|Family,2011,1.710793,90000000,96,1530,6.5,484635760
Drama|Comedy|Romance,2011,1.644472,15000000,100,651,7.2,133432856
Comedy|Romance|Family,2011,1.64314,80000000,102,327,5.4,169852759
Action|Science Fiction|Thriller|Western,2011,1.640256,163000000,119,1363,5.4,174822325
Animation|Family,2011,1.620507,0,23,42,6.5,0
Drama|War,2011,1.592819,66000000,146,611,6.9,177584879
Comedy|Drama,2011,1.531633,8000000,100,773,6.8,39187783
Animation|Comedy|Family|Western|Adventure,2011,1.499109,135000000,107,1385,6.5,245724603
Comedy,2011,1.493933,52000000,112,440,5.9,75450437
Adventure|Drama|Family,2011,1.488615,170000000,126,1257,6.8,185770160
Crime|Drama|Thriller,2011,1.482692,40000000,119,582,6.9,85412898
Action|Fantasy|Thriller,2011,1.481016,57000000,95,752,4.7,149217355
Drama|Romance,2011,1.470363,15000000,107,591,6.9,59389433
Action|Adventure|Thriller,2011,1.46909,66000000,116,440,6,57777106
Drama|Thriller|Horror,2011,1.465299,37000000,114,320,5.7,96047633
Animation|Family,2011,1.425344,30000000,63,174,6.8,14460000
Adventure|Action|Thriller|Comedy,2011,1.407986,75000000,110,589,5.5,132274484
Mystery|Thriller|Drama,2011,1.401424,0,99,42,6.5,0
Comedy|Romance,2011,1.388994,8000000,96,108,6.2,1749457
Horror|Thriller,2011,1.36998,0,93,115,5.1,0
Fantasy|Comedy|Romance,2011,1.367727,30000000,94,1117,7.2,151119219
Action|Fantasy|Horror|Science Fiction|Thriller,2011,1.344998,60000000,87,439,5.3,78309131
Drama|Animation|Family|Comedy,2011,1.301204,0,97,225,6.6,0
Comedy|Drama|Romance,2011,1.285106,12000000,94,219,5.2,22939027
Action|Drama,2011,1.246852,25000000,140,768,7.6,23057115
Thriller|Action|Mystery,2011,1.246595,35000000,106,631,5.5,82087155
Action|Mystery|Thriller,2011,1.246283,30000000,113,779,6.4,130786397
Thriller|Romance|Fantasy,2011,1.241191,50200000,106,1097,6.4,127869379
Fantasy|Action|Drama,2011,1.240414,75000000,110,596,5.6,226904017
Drama|Romance,2011,1.22871,250000,90,257,6.4,3542353
Comedy|Romance|Drama,2011,1.215505,30000000,98,218,5.6,36160375
Adventure|Comedy|Science Fiction,2011,1.213405,40000000,104,1143,6.4,97552050
Drama|Action|Thriller,2011,1.212003,7000000,93,71,4.9,0
Comedy,2011,1.208771,0,97,204,6.2,88025781
Action|Thriller|Crime|Drama,2011,1.205338,40000000,108,554,6.5,60965854
Action|Science Fiction,2011,1.19533,70000000,116,1041,5.5,202466756
Horror|Mystery,2011,1.176723,47000000,92,493,5.9,157887643
Action|Thriller|Crime,2011,1.128994,30000000,129,166,6.4,2527904
Comedy,2011,1.123666,79000000,91,371,4.2,149673788
Comedy|Romance,2011,1.120851,20000000,106,390,6.2,30426096
Adventure|Fantasy|Action,2011,1.11981,40000000,95,453,5.2,88100000
Drama,2011,1.116674,6400000,99,212,6.7,35057696
Horror,2011,1.114169,6000000,88,133,4.9,0
Drama|Comedy|Family,2011,1.111078,50000000,124,589,6.4,120081841
Comedy|Drama,2011,1.109807,0,100,100,5.6,201146
Horror|Action|Thriller|Science Fiction,2011,1.107689,30000000,89,309,4.7,64626786
Drama,2011,1.105855,25000000,146,1056,7.6,124272124
Action|Drama|Thriller,2011,1.102011,25000000,117,955,6.3,77278331
Drama,2011,1.081676,50000000,133,899,6.9,110206216
Drama|Thriller,2011,1.079441,7000000,112,345,7.3,6038942
Thriller|Drama|Horror,2011,1.074793,16000000,91,133,5.5,40492759
Action|Adventure|Animation|Family|Fantasy,2011,1.071695,130000000,90,48,6.9,554987477
Drama|Thriller|Mystery,2011,1.058691,30000000,127,490,6.5,0
Action|Crime|Comedy,2011,1.058342,120000000,119,854,5.4,227817248
Comedy|Drama|Romance,2011,1.055533,35000000,112,180,6,59901913
Adventure|Fantasy|Action,2011,1.054256,90000000,113,382,5.2,48795021
Comedy|Family|Romance,2011,1.052549,0,88,140,6.1,0
Crime|Adventure|Action|Comedy|Thriller,2011,1.048895,45000000,101,689,6,160078586
Drama|Thriller|Science Fiction,2011,1.045866,60000000,106,852,6.1,135458097
Animation|Comedy|Adventure,2011,1.043518,0,22,85,6.6,0
Comedy,2011,1.038162,41000000,100,152,5.4,7448385
Drama|Fantasy|Romance,2011,1.029084,17000000,86,507,6,43165571
Comedy,2011,1.024786,19000000,108,186,6,35387212
Horror|Science Fiction|Mystery|Thriller,2011,1.013771,35000000,103,479,6,28128670
Action|Comedy,2011,1.013101,75000000,104,588,5.8,152930623
Comedy|Romance,2011,1.011185,56000000,118,479,5.6,142044638
Adventure|Fantasy|Action|Comedy,2011,1.004841,49900000,102,289,5.1,26121638
Animation|Action|Adventure,2011,0.985304,3500000,76,66,6.9,0
Drama|Documentary,2011,0.982341,4000000,102,83,7.9,0
Animation|Family,2011,0.980307,0,59,17,6,0
Drama|Music|Comedy,2011,0.954335,0,110,60,5.8,0
Horror|Thriller|Science Fiction,2011,0.941604,5000000,86,205,4.9,25562924
Horror|Comedy,2011,0.93488,17000000,106,328,6.1,24922237
Music|Family|Animation|Comedy,2011,0.93092,130000000,100,232,5.8,150406466
Horror|Mystery,2011,0.929466,40000000,111,499,6,97138686
Adventure|Animation|Family,2011,0.921653,150000000,88,129,5.5,38992758
Action|Comedy|Science Fiction,2011,0.91973,14350531,88,427,6.4,3964682
Family|Comedy,2011,0.917718,21000000,99,127,6.4,72417394
Animation|Family,2011,0.910291,0,13,73,6.8,0
